privacy_key,name,parent_key,description
기술문서.한국도로공사_방침.2001~2010,2001~2010 한국도로공사 방침,기술문서.한국도로공사_방침,
기술문서.한국도로공사_방침.2011~2020,2011~2020 한국도로공사 방침,기술문서.한국도로공사_방침,
기술문서.한국도로공사_방침.2021~2023,2021~2023 한국도로공사 방침,기술문서.한국도로공사_방침,
,,,
account.contact,Account Contact Data,account,Contact data related to a system account.
account.contact.city,Account City,account.contact,Account's city level address data.
account.contact.country,Account Country,account.contact,Account's country level address data.
account.contact.email,Account Email,account.contact,Account's email address.
account.contact.phone_number,Account Phone Number,account.contact,Account's phone number.
account.contact.postal_code,Account Postal Code,account.contact,Account's postal code.
account.contact.state,Account State,account.contact,Account's state level address data.
account.contact.street,Account Street,account.contact,Account's street level address.
account.payment,Payment Data,account,Payment data related to system account.
account.payment.financial_account_number,Account Payment Financial Account Number,account.payment,"Financial account number for an account's payment card, bank account, or other financial system."
system,System Data,data_category,"Data unique to, and under control of the system."
system.authentication,Authentication Data,system,Data used to manage access to the system.
system.operations,Operations Data,system,Data used for system operations.
user,User Data,data_category,"Data related to the user of the system, either provided directly or derived based on their usage."
user.derived,Derived Data,user,Data derived from user provided data or as a result of user actions in the system.
user.derived.identifiable,Derived User Identifiable Data,user.derived,"Derived data that is linked to, or identifies a user."
user.derived.identifiable.biometric_health,Biometric Health Data,user.derived.identifiable,Encoded characteristic collected about a user.
user.derived.identifiable.browsing_history,Browsing History,user.derived.identifiable,Content browsing history of a user.
user.derived.identifiable.demographic,Demographic Data,user.derived.identifiable,Demographic data about a user.
user.derived.identifiable.contact,Derived Contact Data,user.derived.identifiable,Contact data collected about a user.
user.derived.identifiable.device,Device Data,user.derived.identifiable,"Data related to a user's device, configuration and setting."
user.derived.identifiable.device.cookie_id,Cookie ID,user.derived.identifiable.device,Cookie unique identification number.
user.derived.identifiable.device.device_id,Device ID,user.derived.identifiable.device,Device unique identification number.
user.derived.identifiable.device.ip_address,IP Address,user.derived.identifiable.device,Unique identifier related to device connection.
user.derived.identifiable.gender,Derived Gender,user.derived.identifiable,Gender of an individual.
user.derived.identifiable.location,Location Data,user.derived.identifiable,Records of the location of a user.
user.derived.identifiable.media_consumption,Media Consumption Data,user.derived.identifiable,Media type consumption data of a user.
user.derived.identifiable.non_specific_age,Derived Non-Specific Age,user.derived.identifiable,Age range data.
user.derived.identifiable.observed,Observed Data,user.derived.identifiable,Data collected through observation of use of the system.
user.derived.identifiable.profiling,Profiling Data,user.derived.identifiable,Preference and interest data about a user.
user.derived.identifiable.race,Derived Race,user.derived.identifiable,Racial or ethnic origin data.
user.derived.identifiable.religious_belief,Derived Religious Belief,user.derived.identifiable,Religion or religious belief.
user.derived.identifiable.search_history,Search History,user.derived.identifiable,Records of search history and queries of a user.
user.derived.identifiable.sexual_orientation,Derived Sexual Orientation,user.derived.identifiable,Personal sex life or sexual data.
user.derived.identifiable.social,Social Data,user.derived.identifiable,Social activity and interaction data.
user.derived.identifiable.telemetry,Telemetry Data,user.derived.identifiable,User identifiable measurement data from system sensors and monitoring.
user.derived.identifiable.unique_id,Unique ID,user.derived.identifiable,Unique identifier for a user assigned through system use.
user.derived.identifiable.user_sensor,User Sensor Data,user.derived.identifiable,Measurement data derived about a user's environment through system use.
user.derived.identifiable.organization,Organization Identifiable Data,user.derived.identifiable,"Derived data that is linked to, or identifies an organization."
user.derived.identifiable.workplace,Derived Workplace,user.derived.identifiable,Organization of employment.
user.derived.nonidentifiable,Derived User Non-Identifiable Data,user.derived,Non-user identifiable data derived related to a user as a result of user actions in the system.
user.derived.nonidentifiable.sensor,Sensor Data,user.derived.nonidentifiable,Non-user identifiable measurement data derived from sensors and monitoring systems.
user.provided,User Provided Data,user,Data provided or created directly by a user of the system.
user.provided.identifiable,User Provided Identifiable Data,user.provided,Data provided or created directly by a user that is linked to or identifies a user.
user.provided.identifiable.biometric,Biometric Data,user.provided.identifiable,Encoded characteristics provided by a user.
user.provided.identifiable.childrens,Children's Data,user.provided.identifiable,Data relating to children.
user.provided.identifiable.contact,Provided Contact Data,user.provided.identifiable,User provided contact data for purposes other than account management.
user.provided.identifiable.contact.city,User Provided City,user.provided.identifiable.contact,User's city level address data.
user.provided.identifiable.contact.country,User Provided Country,user.provided.identifiable.contact,User's country level address data.
user.provided.identifiable.contact.email,User Provided Email,user.provided.identifiable.contact,User's provided email address.
user.provided.identifiable.contact.phone_number,User Provided Phone Number,user.provided.identifiable.contact,User's phone number.
user.provided.identifiable.contact.postal_code,User Provided Postal Code,user.provided.identifiable.contact,User's postal code.
user.provided.identifiable.contact.state,User Provided State,user.provided.identifiable.contact,User's state level address data.
user.provided.identifiable.contact.street,User Provided Street,user.provided.identifiable.contact,User's street level address data.
user.provided.identifiable.credentials,Credentials,user.provided.identifiable,User provided authentication data.
user.provided.identifiable.credentials.biometric_credentials,Biometric Credentials,user.provided.identifiable.credentials,Credentials for system authentication.
user.provided.identifiable.credentials.password,Password,user.provided.identifiable.credentials,Password for system authentication.
user.provided.identifiable.date_of_birth,Date of Birth,user.provided.identifiable,User's date of birth.
user.provided.identifiable.financial,Financial Data,user.provided.identifiable,Payment data and financial history.
user.provided.identifiable.financial.account_number,User Provided Financial Account Number,user.provided.identifiable.financial,"User's account number for a payment card, bank account, or other financial system."
user.provided.identifiable.gender,User Provided Gender,user.provided.identifiable,Gender of an individual.
user.provided.identifiable.genetic,Genetic Data,user.provided.identifiable,Data about the genetic makeup provided by a user.
user.provided.identifiable.government_id,Government ID,user.provided.identifiable,State provided identification data.
user.provided.identifiable.government_id.drivers_license_number,Driver's License Number,user.provided.identifiable.government_id,State issued driving identification number.
user.provided.identifiable.government_id.national_identification_number,National Identification Number,user.provided.identifiable.government_id,State issued personal identification number.
user.provided.identifiable.government_id.passport_number,Passport Number,user.provided.identifiable.government_id,State issued passport data.
user.provided.identifiable.health_and_medical,Health and Medical Data,user.provided.identifiable,Health records or individual's personal medical information.
user.provided.identifiable.job_title,Job Title,user.provided.identifiable,Professional data.
user.provided.identifiable.name,Name,user.provided.identifiable,User's real name.
user.provided.identifiable.non_specific_age,User Provided Non-Specific Age,user.provided.identifiable,Age range data.
user.provided.identifiable.political_opinion,Political Opinion,user.provided.identifiable,Data related to the individual's political opinions.
user.provided.identifiable.race,User Provided Race,user.provided.identifiable,Racial or ethnic origin data.
user.provided.identifiable.religious_belief,User Provided Religious Belief,user.provided.identifiable,Religion or religious belief.
user.provided.identifiable.sexual_orientation,User Provided Sexual Orientation,user.provided.identifiable,Personal sex life or sexual data.
user.provided.identifiable.workplace,User Provided Workplace,user.provided.identifiable,Organization of employment.
user.provided.nonidentifiable,User Provided Non-Identifiable Data,user.provided,Data provided or created directly by a user that is not identifiable.
